Unnamed: 0,통계표,항목명1,단위,변환,2020/01/02,2020/01/03,2020/01/06,2020/01/07,2020/01/08,2020/01/09,2020/01/10,2020/01/13,2020/01/14,2020/01/15,2020/01/16,2020/01/17,2020/01/20,2020/01/21,2020/01/22,2020/01/23,2020/01/28,2020/01/29,2020/01/30,2020/01/31,2020/02/03,2020/02/04,2020/02/05,2020/02/06,2020/02/07,2020/02/10,2020/02/11,2020/02/12,2020/02/13,2020/02/14,2020/02/17,2020/02/18,2020/02/19,2020/02/20,2020/02/21,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/06,2020/04/07,2020/04/08,2020/04/09,2020/04/10,2020/04/13,2020/04/14,2020/04/16,2020/04/17,2020/04/20,2020/04/21,2020/04/22,2020/04/23,2020/04/24,2020/04/27,2020/04/28,2020/04/29,2020/05/04,2020/05/06,2020/05/07,2020/05/08,2020/05/11,2020/05/12,2020/05/13,2020/05/14,2020/05/15,2020/05/18,2020/05/19,2020/05/20,2020/05/21,2020/05/22,2020/05/25,2020/05/26,2020/05/27,2020/05/28,2020/05/29,2020/06/01,2020/06/02,2020/06/03,2020/06/04,2020/06/05,2020/06/08,2020/06/09,2020/06/10,2020/06/11,2020/06/12,2020/06/15,2020/06/16,2020/06/17,2020/06/18,2020/06/19,2020/06/22,2020/06/23,2020/06/24,2020/06/25,2020/06/26,2020/06/29,2020/06/30,2020/07/01,2020/07/02,2020/07/03,2020/07/06,2020/07/07,2020/07/08,2020/07/09,2020/07/10,2020/07/13,2020/07/14,2020/07/15,2020/07/16,2020/07/17,2020/07/20,2020/07/21,2020/07/22,2020/07/23,2020/07/24,2020/07/27,2020/07/28,2020/07/29,2020/07/30,2020/07/31,2020/08/03,2020/08/04,2020/08/05,2020/08/06,2020/08/07,2020/08/10,2020/08/11,2020/08/12,2020/08/13,2020/08/14,2020/08/18,2020/08/19,2020/08/20,2020/08/21,2020/08/24,2020/08/25,2020/08/26,2020/08/27,2020/08/28,2020/08/31,2020/09/01,2020/09/02,2020/09/03,2020/09/04,2020/09/07,2020/09/08,2020/09/09,2020/09/10,2020/09/11,2020/09/14,2020/09/15,2020/09/16,2020/09/17,2020/09/18,2020/09/21,2020/09/22,2020/09/23,2020/09/24,2020/09/25,2020/09/28,2020/09/29,2020/10/05,2020/10/06,2020/10/07,2020/10/08,2020/10/12,2020/10/13,2020/10/14,2020/10/15,2020/10/16,2020/10/19,2020/10/20,2020/10/21,2020/10/22,2020/10/23,2020/10/26,2020/10/27,2020/10/28,2020/10/29,2020/10/30,2020/11/02,2020/11/03,2020/11/04,2020/11/05,2020/11/06,2020/11/09,2020/11/10,2020/11/11,2020/11/12,2020/11/13,2020/11/16,2020/11/17,2020/11/18,2020/11/19,2020/11/20,2020/11/23,2020/11/24,2020/11/25,2020/11/26,2020/11/27,2020/11/30,2020/12/01,2020/12/02,2020/12/03,2020/12/04,2020/12/07,2020/12/08,2020/12/09,2020/12/10,2020/12/11,2020/12/14,2020/12/15,2020/12/16,2020/12/17,2020/12/18,2020/12/21,2020/12/22,2020/12/23,2020/12/24,2020/12/28,2020/12/29,2020/12/30,2020/12/31,2021/01/04,2021/01/05,2021/01/06,2021/01/07,2021/01/08,2021/01/11,2021/01/12,2021/01/13,2021/01/14,2021/01/15
0,6.1.1 주식시장(일별),KOSPI지수,1980.01.04=100 ,원자료,2175.17,2176.46,2155.07,2175.54,2151.31,2186.45,2206.39,2229.26,2238.88,2230.98,2248.05,2250.57,2262.64,2239.69,2267.25,2246.13,2176.72,2185.28,2148,2119.01,2118.88,2157.9,2165.63,2227.94,2211.95,2201.07,2223.12,2238.38,2232.96,2243.59,2242.17,2208.88,2210.34,2195.5,2162.84,2079.04,2103.61,2076.77,2054.89,1987.01,2002.51,2014.15,2059.33,2085.26,2040.22,1954.77,1962.93,1908.27,1834.33,1771.44,1714.86,1672.44,1591.2,1457.64,1566.15,1482.46,1609.97,1704.76,1686.24,1717.73,1717.12,1754.64,1685.46,1724.86,1725.44,1791.88,1823.6,1807.14,1836.21,1860.7,1825.76,1857.08,1857.07,1914.53,1898.36,1879.38,1896.15,1914.73,1889.01,1922.77,1934.09,1947.56,1895.37,1928.76,1928.61,1945.82,1935.4,1922.17,1940.42,1924.96,1927.28,1937.11,1980.61,1989.64,1998.31,1970.13,1994.6,2029.78,2031.2,2028.54,2029.6,2065.08,2087.19,2147,2151.18,2181.87,2184.29,2188.92,2195.69,2176.78,2132.3,2030.82,2138.05,2141.05,2133.48,2141.32,2126.73,2131.24,2161.51,2112.37,2134.65,2093.48,2108.33,2106.7,2135.37,2152.41,2187.93,2164.17,2158.88,2167.9,2150.25,2186.06,2183.61,2201.88,2183.76,2201.19,2198.2,2228.83,2228.66,2216.19,2200.44,2217.86,2256.99,2263.16,2267.01,2249.37,2251.04,2279.97,2311.86,2342.61,2351.67,2386.38,2418.67,2432.35,2437.53,2407.49,2348.24,2360.54,2274.22,2304.59,2329.83,2366.73,2369.32,2344.45,2353.8,2326.17,2349.55,2364.27,2395.9,2368.25,2384.22,2401.91,2375.81,2396.48,2396.69,2427.91,2443.58,2435.92,2406.17,2412.4,2389.39,2332.59,2333.24,2272.7,2278.79,2308.08,2327.89,2358,2365.9,2386.94,2391.96,2403.73,2403.15,2380.48,2361.21,2341.53,2346.74,2358.41,2370.86,2355.05,2360.81,2343.91,2330.84,2345.26,2326.67,2267.15,2300.16,2343.31,2357.32,2413.79,2416.5,2447.2,2452.83,2485.87,2475.62,2493.87,2543.03,2539.15,2545.64,2547.42,2553.5,2602.59,2617.76,2601.54,2625.91,2633.45,2591.34,2634.25,2675.9,2696.22,2731.45,2745.44,2700.93,2755.47,2746.46,2770.06,2762.2,2756.82,2771.79,2770.43,2772.18,2778.65,2733.68,2759.82,2806.86,2808.6,2820.51,2873.47,,2944.45,2990.57,2968.21,3031.68,3152.18,3148.45,3125.95,3148.29,3149.93,3085.9
